ID_Cliente,Edad,Categoria,Precio,Calificacion,Texto_Resena,Fecha_Compra,Recomendado,Departamento,Tipo_Envio
2010,63.0,Vestidos,89.3,4,Muy cómodo y elegante para la oficina.,2023-01-04,1,Deportes,Express
2011,56.0,Chaquetas,74.86,3,"Producto promedio, cumple su función.",2023-05-30,1,Niños,Estándar
2012,48.0,Chaquetas,21.97,1,"La tela es muy mala, se rompió enseguida.",2023-01-01,0,Ropa Mujer,Estándar
2013,24.0,Blusas,81.29,3,La talla es correcta pero el color varía.,2023-12-24,1,Deportes,Express
2014,29.0,Pantalones,75.04,4,Excelente calidad y envío rápido.,2023-01-17,1,Ropa Hombre,Estándar
2015,21.0,Blusas,129.74,3,"Producto promedio, cumple su función.",2023-06-11,0,Deportes,Express
2016,23.0,Pantalones,148.18,3,La talla es correcta pero el color varía.,2023-09-28,1,Ropa Hombre,Express
2017,31.0,Pantalones,77.14,3,La talla es correcta pero el color varía.,2023-03-15,1,Ropa Mujer,Estándar
2018,68.0,Vestidos,41.88,3,"Producto promedio, cumple su función.",2023-11-18,0,Ropa Mujer,Estándar
2019,21.0,Pantalones,111.57,3,"Producto promedio, cumple su función.",2023-08-07,0,Deportes,Express
2020,30.0,Vestidos,67.77,5,"Totalmente recomendado, me queda perfecto.",2023-09-16,1,Ropa Mujer,Estándar
2021,21.0,Blusas,24.19,3,"Producto promedio, cumple su función.",2023-04-18,1,Ropa Mujer,Estándar
2022,42.0,Accesorios,115.79,1,"No lo recomiendo, muy caro para lo que es.",2023-09-30,0,Niños,Express
2023,53.0,Blusas,100.81,5,"Superó mis expectativas, volveré a comprar.",2023-06-29,1,Deportes,Express
2024,19.0,Chaquetas,108.61,5,"Totalmente recomendado, me queda perfecto.",2023-11-19,1,Niños,Express
2025,52.0,Chaquetas,147.83,5,"Superó mis expectativas, volveré a comprar.",2023-10-24,1,Ropa Hombre,Express
2026,62.0,Chaquetas,138.54,2,"No lo recomiendo, muy caro para lo que es.",2023-12-02,0,Ropa Mujer,Express
2027,62.0,Vestidos,50.2,4,Muy cómodo y elegante para la oficina.,2023-11-23,1,Deportes,Estándar
2028,27.0,Pantalones,85.03,1,El envío tardó demasiado y llegó dañado.,2023-08-25,0,Niños,Express
2029,24.0,Accesorios,140.5,2,"Talla incorrecta, es demasiado pequeño.",2023-08-14,0,Ropa Hombre,Express
2030,67.0,Blusas,32.99,5,"Totalmente recomendado, me queda perfecto.",2023-11-22,1,Niños,Estándar
2031,40.0,Vestidos,119.74,5,Muy cómodo y elegante para la oficina.,2023-12-06,1,Ropa Hombre,Express
2032,42.0,Chaquetas,127.63,4,El color es vibrante y el diseño hermoso.,2023-10-16,1,Ropa Mujer,Express
2033,39.0,Pantalones,48.99,5,Muy cómodo y elegante para la oficina.,2023-10-20,1,Deportes,Estándar
2034,47.0,Vestidos,55.03,3,"Producto promedio, cumple su función.",2023-10-27,1,Deportes,Estándar
2035,35.0,Blusas,29.08,2,"Talla incorrecta, es demasiado pequeño.",2023-01-02,0,Niños,Estándar
2036,47.0,Accesorios,51.06,5,El color es vibrante y el diseño hermoso.,2023-06-30,1,Ropa Mujer,Estándar
2037,56.0,Accesorios,99.52,1,"No se parece a la foto, muy decepcionado.",2023-05-08,0,Niños,Express
2038,24.0,Pantalones,50.11,3,"Producto promedio, cumple su función.",2023-08-14,1,Deportes,Estándar
2039,32.0,Pantalones,30.19,5,"Superó mis expectativas, volveré a comprar.",2023-07-01,1,Niños,Estándar
2040,68.0,Chaquetas,50.58,3,"Llegó a tiempo, calidad aceptable.",2023-04-07,0,Ropa Hombre,Estándar
2041,55.0,Pantalones,112.92,5,Muy cómodo y elegante para la oficina.,2023-02-15,1,Deportes,Express
2042,19.0,Vestidos,125.95,4,"Me encanta este producto, la tela es suave.",2023-04-09,1,Niños,Express
2043,52.0,Chaquetas,118.66,5,El color es vibrante y el diseño hermoso.,2023-07-10,1,Deportes,Express
2044,68.0,Pantalones,23.67,4,Excelente calidad y envío rápido.,2023-03-10,1,Ropa Hombre,Estándar
2045,26.0,Pantalones,78.32,5,Excelente calidad y envío rápido.,2023-04-24,1,Ropa Hombre,Estándar
2046,29.0,Chaquetas,140.75,3,"Llegó a tiempo, calidad aceptable.",2023-08-06,0,Ropa Hombre,Express
2047,38.0,Accesorios,111.57,3,"Llegó a tiempo, calidad aceptable.",2023-09-11,0,Ropa Hombre,Express
2048,32.0,Vestidos,20.37,4,El color es vibrante y el diseño hermoso.,2023-02-16,1,Niños,Estándar
2049,48.0,Accesorios,147.71,4,Excelente calidad y envío rápido.,2023-06-04,1,Niños,Express
2050,55.0,Pantalones,92.32,2,,2023-09-21,0,Ropa Hombre,Express
2051,50.0,Accesorios,40.99,2,El envío tardó demasiado y llegó dañado.,2023-12-07,0,Deportes,Estándar
2052,37.0,Pantalones,74.14,3,"Llegó a tiempo, calidad aceptable.",2023-09-28,0,Ropa Hombre,Estándar
2053,47.0,Pantalones,93.63,2,"Talla incorrecta, es demasiado pequeño.",2023-12-31,0,Ropa Hombre,Express
2054,54.0,Blusas,31.86,4,Muy cómodo y elegante para la oficina.,2023-06-08,1,Niños,Estándar
2055,31.0,Accesorios,88.08,3,"Producto promedio, cumple su función.",2023-03-31,1,Ropa Mujer,Express
2056,46.0,Vestidos,99.46,4,"Superó mis expectativas, volveré a comprar.",2023-02-11,1,Ropa Mujer,Express
2057,24.0,Pantalones,53.31,4,Excelente calidad y envío rápido.,2023-01-25,1,Niños,Estándar
2058,26.0,Accesorios,144.97,4,El color es vibrante y el diseño hermoso.,2023-06-02,1,Deportes,Express
2059,20.0,Accesorios,98.47,5,Excelente calidad y envío rápido.,2023-03-23,1,Ropa Hombre,Express
2060,40.0,Pantalones,105.83,4,El color es vibrante y el diseño hermoso.,2023-03-06,1,Niños,Express
2061,18.0,Blusas,144.33,1,"No lo recomiendo, muy caro para lo que es.",2023-04-15,0,Deportes,Express
2062,64.0,Vestidos,119.57,3,"Llegó a tiempo, calidad aceptable.",2023-10-28,1,Ropa Hombre,Express
2063,43.0,Accesorios,16.98,5,El color es vibrante y el diseño hermoso.,2023-01-16,1,Ropa Mujer,Estándar
2064,34.0,Vestidos,135.84,4,Excelente calidad y envío rápido.,2023-09-24,1,Ropa Hombre,Express
2065,18.0,Pantalones,138.07,5,"Superó mis expectativas, volveré a comprar.",2023-03-16,1,Deportes,Express
2066,35.0,Pantalones,137.33,1,El envío tardó demasiado y llegó dañado.,2023-02-08,0,Deportes,Express
2067,20.0,Chaquetas,133.63,2,"No se parece a la foto, muy decepcionado.",2023-05-12,0,Deportes,Express
2068,37.0,Pantalones,142.67,4,"Me encanta este producto, la tela es suave.",2023-07-07,1,Ropa Mujer,Express
2069,52.0,Chaquetas,92.57,4,"Totalmente recomendado, me queda perfecto.",2023-03-06,1,Ropa Mujer,Express
2070,22.0,Vestidos,76.07,5,"Superó mis expectativas, volveré a comprar.",2023-06-30,1,Ropa Hombre,Estándar
2071,53.0,Chaquetas,139.7,5,Excelente calidad y envío rápido.,2023-06-18,1,Niños,Express
2072,35.0,Pantalones,44.47,1,"Mala calidad, costuras sueltas.",2023-11-06,0,Ropa Mujer,Estándar
2073,43.0,Accesorios,135.28,4,"Me encanta este producto, la tela es suave.",2023-02-18,1,Ropa Mujer,Express
2074,54.0,Pantalones,15.92,4,"Me encanta este producto, la tela es suave.",2023-04-09,1,Niños,Estándar
2075,56.0,Pantalones,134.75,3,"Está bien, pero esperaba algo mejor.",2023-05-03,0,Deportes,Express
2076,54.0,Pantalones,75.53,4,Muy cómodo y elegante para la oficina.,2023-09-04,1,Niños,Estándar
2077,29.0,Vestidos,117.89,5,Excelente calidad y envío rápido.,2023-06-20,1,Ropa Mujer,Express
2078,34.0,Accesorios,47.31,4,El color es vibrante y el diseño hermoso.,2023-04-10,1,Ropa Mujer,Estándar
2079,35.0,Blusas,138.15,4,Muy cómodo y elegante para la oficina.,2023-05-23,1,Ropa Hombre,Express
2080,23.0,Pantalones,106.88,3,La talla es correcta pero el color varía.,2023-06-21,0,Ropa Mujer,Express
2081,56.0,Vestidos,147.27,5,Excelente calidad y envío rápido.,2023-11-16,1,Ropa Hombre,Express
2082,55.0,Accesorios,137.79,3,La talla es correcta pero el color varía.,2023-11-09,1,Ropa Hombre,Express
2083,55.0,Accesorios,70.85,4,El color es vibrante y el diseño hermoso.,2023-10-20,1,Niños,Estándar
2084,25.0,Chaquetas,122.34,2,"Mala calidad, costuras sueltas.",2023-05-17,0,Ropa Hombre,Express
2085,59.0,Blusas,85.43,3,"Está bien, pero esperaba algo mejor.",2023-07-04,0,Ropa Hombre,Express
2086,47.0,Blusas,68.92,4,El color es vibrante y el diseño hermoso.,2023-01-25,1,Ropa Hombre,Estándar
2087,68.0,Accesorios,148.13,5,"Me encanta este producto, la tela es suave.",2023-05-10,1,Deportes,Express
2088,58.0,Chaquetas,113.21,5,Excelente calidad y envío rápido.,2023-11-29,1,Niños,Express
2089,63.0,Accesorios,23.53,4,"Totalmente recomendado, me queda perfecto.",2023-06-11,1,Ropa Hombre,Estándar
2090,54.0,Vestidos,19.64,4,"Superó mis expectativas, volveré a comprar.",2023-07-17,1,Ropa Mujer,Estándar
2091,60.0,Chaquetas,135.29,5,El color es vibrante y el diseño hermoso.,2023-01-11,1,Ropa Hombre,Express
2092,56.0,Pantalones,35.85,4,El color es vibrante y el diseño hermoso.,2023-02-15,1,Ropa Hombre,Estándar
2093,61.0,Accesorios,75.71,3,"Está bien, pero esperaba algo mejor.",2023-01-30,1,Deportes,Estándar
2094,25.0,Pantalones,144.48,2,"La tela es muy mala, se rompió enseguida.",2023-10-02,0,Ropa Mujer,Express
2095,22.0,Vestidos,17.58,4,"Totalmente recomendado, me queda perfecto.",2023-02-09,1,Deportes,Estándar
2096,49.0,Pantalones,76.48,4,Excelente calidad y envío rápido.,2023-06-16,1,Deportes,Estándar
2097,58.0,Blusas,133.53,3,"Llegó a tiempo, calidad aceptable.",2023-05-15,0,Deportes,Express
2098,43.0,Chaquetas,46.96,4,"Superó mis expectativas, volveré a comprar.",2023-06-26,1,Niños,Estándar
2099,43.0,Accesorios,114.76,1,El envío tardó demasiado y llegó dañado.,2023-10-06,0,Ropa Hombre,Express
2100,,Vestidos,42.57,4,,2023-02-08,1,Ropa Hombre,Estándar
2101,50.0,Pantalones,80.59,4,"Me encanta este producto, la tela es suave.",2023-05-14,1,Niños,Express
2102,63.0,Pantalones,15.1,4,"Me encanta este producto, la tela es suave.",2023-03-13,1,Ropa Hombre,Estándar
2103,45.0,Pantalones,77.63,3,La talla es correcta pero el color varía.,2023-05-30,1,Ropa Mujer,Estándar
2104,23.0,Pantalones,141.21,4,"Totalmente recomendado, me queda perfecto.",2023-05-31,1,Deportes,Express
2105,65.0,Pantalones,99.1,4,"Superó mis expectativas, volveré a comprar.",2023-07-02,1,Ropa Mujer,Express
2106,26.0,Chaquetas,130.17,5,Excelente calidad y envío rápido.,2023-02-03,1,Ropa Hombre,Express
2107,52.0,Vestidos,18.81,5,"Me encanta este producto, la tela es suave.",2023-11-19,1,Deportes,Estándar
2108,35.0,Blusas,144.9,5,"Me encanta este producto, la tela es suave.",2023-04-04,1,Niños,Express
2109,21.0,Accesorios,105.91,4,Excelente calidad y envío rápido.,2023-01-12,1,Ropa Mujer,Express
2110,30.0,Blusas,18.33,4,"Totalmente recomendado, me queda perfecto.",2023-12-22,1,Ropa Hombre,Estándar
2111,28.0,Pantalones,129.16,4,El color es vibrante y el diseño hermoso.,2023-12-17,1,Ropa Hombre,Express
2112,59.0,Blusas,64.43,2,El envío tardó demasiado y llegó dañado.,2023-09-15,0,Deportes,Estándar
2113,41.0,Pantalones,130.85,4,"Superó mis expectativas, volveré a comprar.",2023-07-14,1,Ropa Hombre,Express
2114,31.0,Blusas,21.06,4,Excelente calidad y envío rápido.,2023-10-21,1,Niños,Estándar
2115,40.0,Accesorios,30.63,5,"Totalmente recomendado, me queda perfecto.",2023-07-17,1,Ropa Mujer,Estándar
2116,61.0,Chaquetas,136.17,5,Excelente calidad y envío rápido.,2023-09-01,1,Niños,Express
2117,20.0,Chaquetas,121.83,3,La talla es correcta pero el color varía.,2023-06-07,0,Deportes,Express
2118,22.0,Blusas,143.56,1,"La tela es muy mala, se rompió enseguida.",2023-08-04,0,Ropa Mujer,Express
2119,48.0,Blusas,102.1,1,"Talla incorrecta, es demasiado pequeño.",2023-01-31,0,Deportes,Express
2120,28.0,Blusas,109.68,1,"No se parece a la foto, muy decepcionado.",2023-12-25,0,Ropa Hombre,Express
2121,54.0,Accesorios,16.79,4,"Superó mis expectativas, volveré a comprar.",2023-01-20,1,Ropa Hombre,Estándar
2122,55.0,Chaquetas,31.95,5,Excelente calidad y envío rápido.,2023-06-18,1,Ropa Hombre,Estándar
2123,20.0,Blusas,38.27,5,El color es vibrante y el diseño hermoso.,2023-02-17,1,Ropa Mujer,Estándar
2124,42.0,Blusas,101.81,5,Excelente calidad y envío rápido.,2023-10-05,1,Deportes,Express
2125,56.0,Accesorios,123.5,5,"Superó mis expectativas, volveré a comprar.",2023-03-10,1,Ropa Mujer,Express
2126,41.0,Blusas,85.32,4,Excelente calidad y envío rápido.,2023-11-28,1,Niños,Express
2127,30.0,Accesorios,130.58,1,"No lo recomiendo, muy caro para lo que es.",2023-08-04,0,Ropa Hombre,Express
2128,65.0,Chaquetas,28.76,1,"No se parece a la foto, muy decepcionado.",2023-03-18,0,Ropa Mujer,Estándar
2129,49.0,Pantalones,46.55,4,Muy cómodo y elegante para la oficina.,2023-07-27,1,Deportes,Estándar
2130,58.0,Pantalones,123.3,3,"Llegó a tiempo, calidad aceptable.",2023-03-01,1,Niños,Express
2131,33.0,Vestidos,30.79,4,"Superó mis expectativas, volveré a comprar.",2023-09-27,1,Niños,Estándar
2132,32.0,Blusas,124.97,5,"Me encanta este producto, la tela es suave.",2023-07-05,1,Ropa Mujer,Express
2133,31.0,Accesorios,93.89,5,"Superó mis expectativas, volveré a comprar.",2023-05-31,1,Niños,Express
2134,63.0,Blusas,89.82,4,"Superó mis expectativas, volveré a comprar.",2023-01-17,1,Deportes,Express
2135,36.0,Vestidos,122.18,4,El color es vibrante y el diseño hermoso.,2023-07-15,1,Ropa Hombre,Express
2136,27.0,Pantalones,143.15,3,La talla es correcta pero el color varía.,2023-09-10,0,Niños,Express
2137,47.0,Blusas,108.09,5,Muy cómodo y elegante para la oficina.,2023-01-12,1,Niños,Express
2138,52.0,Blusas,145.34,3,"Está bien, pero esperaba algo mejor.",2023-10-24,1,Ropa Mujer,Express
2139,23.0,Vestidos,113.69,1,"Mala calidad, costuras sueltas.",2023-11-13,0,Niños,Express
2140,55.0,Vestidos,119.74,3,"Está bien, pero esperaba algo mejor.",2023-07-17,0,Niños,Express
2141,62.0,Pantalones,22.06,5,Muy cómodo y elegante para la oficina.,2023-07-01,1,Deportes,Estándar
2142,24.0,Pantalones,58.1,5,Excelente calidad y envío rápido.,2023-08-12,1,Deportes,Estándar
2143,34.0,Chaquetas,31.68,2,"No lo recomiendo, muy caro para lo que es.",2023-12-13,0,Niños,Estándar
2144,42.0,Vestidos,19.68,2,"Mala calidad, costuras sueltas.",2023-10-09,0,Niños,Estándar
2145,26.0,Chaquetas,148.53,3,La talla es correcta pero el color varía.,2023-02-22,1,Deportes,Express
2146,45.0,Vestidos,149.93,5,El color es vibrante y el diseño hermoso.,2023-03-28,1,Deportes,Express
2147,36.0,Chaquetas,53.43,3,"Producto promedio, cumple su función.",2023-04-24,0,Deportes,Estándar
2148,60.0,Pantalones,17.43,2,"Talla incorrecta, es demasiado pequeño.",2023-08-02,0,Niños,Estándar
2149,67.0,Vestidos,86.93,4,Excelente calidad y envío rápido.,2023-05-03,1,Ropa Hombre,Express
2150,25.0,Accesorios,120.73,2,,2023-04-28,0,Deportes,Express
2151,27.0,Vestidos,142.74,4,El color es vibrante y el diseño hermoso.,2023-11-19,1,Ropa Mujer,Express
2152,56.0,Chaquetas,19.38,5,"Totalmente recomendado, me queda perfecto.",2023-01-15,1,Deportes,Estándar
2153,36.0,Accesorios,139.63,1,"Mala calidad, costuras sueltas.",2023-03-10,0,Niños,Express
2154,21.0,Chaquetas,75.76,3,"Producto promedio, cumple su función.",2023-05-29,0,Ropa Hombre,Estándar
2155,35.0,Blusas,99.49,1,El envío tardó demasiado y llegó dañado.,2023-04-05,0,Niños,Express
2156,51.0,Vestidos,38.06,2,"No se parece a la foto, muy decepcionado.",2023-12-03,0,Niños,Estándar
2157,49.0,Chaquetas,17.97,5,Muy cómodo y elegante para la oficina.,2023-11-22,1,Ropa Hombre,Estándar
2158,68.0,Vestidos,27.49,2,"No lo recomiendo, muy caro para lo que es.",2023-10-17,0,Ropa Hombre,Estándar
2159,57.0,Vestidos,36.04,3,"Llegó a tiempo, calidad aceptable.",2023-11-09,1,Ropa Hombre,Estándar
2160,60.0,Chaquetas,109.94,4,Excelente calidad y envío rápido.,2023-08-22,1,Niños,Express
2161,52.0,Chaquetas,140.1,4,Muy cómodo y elegante para la oficina.,2023-08-08,1,Ropa Mujer,Express
2162,41.0,Pantalones,31.65,4,"Totalmente recomendado, me queda perfecto.",2023-04-10,1,Ropa Hombre,Estándar
2163,22.0,Blusas,51.17,4,Excelente calidad y envío rápido.,2023-10-20,1,Ropa Mujer,Estándar
2164,51.0,Chaquetas,64.51,2,"No lo recomiendo, muy caro para lo que es.",2023-02-22,0,Deportes,Estándar
2165,67.0,Chaquetas,120.39,3,"Producto promedio, cumple su función.",2023-06-05,1,Ropa Hombre,Express
2166,22.0,Vestidos,38.56,3,"Llegó a tiempo, calidad aceptable.",2023-08-28,0,Niños,Estándar
2167,28.0,Vestidos,135.69,5,Muy cómodo y elegante para la oficina.,2023-10-17,1,Deportes,Express
2168,59.0,Vestidos,82.54,4,"Me encanta este producto, la tela es suave.",2023-10-31,1,Ropa Hombre,Express
2169,62.0,Pantalones,112.22,1,El envío tardó demasiado y llegó dañado.,2023-02-08,0,Ropa Mujer,Express
2170,32.0,Vestidos,30.61,3,"Producto promedio, cumple su función.",2023-10-11,0,Niños,Estándar
2171,38.0,Vestidos,148.75,5,"Totalmente recomendado, me queda perfecto.",2023-10-13,1,Deportes,Express
2172,39.0,Vestidos,146.59,5,Excelente calidad y envío rápido.,2023-07-23,1,Ropa Mujer,Express
2173,23.0,Vestidos,55.91,4,Muy cómodo y elegante para la oficina.,2023-09-15,1,Deportes,Estándar
2174,26.0,Pantalones,89.17,4,"Superó mis expectativas, volveré a comprar.",2023-09-03,1,Ropa Mujer,Express
2175,50.0,Chaquetas,126.63,4,"Totalmente recomendado, me queda perfecto.",2023-09-14,1,Deportes,Express
2176,60.0,Chaquetas,75.0,2,"La tela es muy mala, se rompió enseguida.",2023-09-21,0,Ropa Mujer,Estándar
2177,59.0,Pantalones,34.28,3,"Producto promedio, cumple su función.",2023-11-06,0,Ropa Mujer,Estándar
2178,37.0,Pantalones,54.66,4,Muy cómodo y elegante para la oficina.,2023-06-01,1,Ropa Mujer,Estándar
2179,51.0,Vestidos,74.76,4,"Me encanta este producto, la tela es suave.",2023-10-29,1,Niños,Estándar
2180,55.0,Accesorios,16.82,3,"Producto promedio, cumple su función.",2023-09-30,1,Deportes,Estándar
2181,50.0,Chaquetas,51.37,3,"Llegó a tiempo, calidad aceptable.",2023-07-24,0,Ropa Hombre,Estándar
2182,38.0,Pantalones,26.39,4,"Totalmente recomendado, me queda perfecto.",2023-05-01,1,Ropa Mujer,Estándar
2183,30.0,Blusas,63.52,1,"No se parece a la foto, muy decepcionado.",2023-08-21,0,Niños,Estándar
2184,20.0,Vestidos,132.65,3,"Está bien, pero esperaba algo mejor.",2023-04-28,0,Niños,Express
2185,53.0,Accesorios,27.74,2,"La tela es muy mala, se rompió enseguida.",2023-02-25,0,Ropa Hombre,Estándar
2186,21.0,Accesorios,104.75,2,"Talla incorrecta, es demasiado pequeño.",2023-12-24,0,Ropa Hombre,Express
2187,60.0,Chaquetas,24.87,3,"Producto promedio, cumple su función.",2023-08-13,1,Niños,Estándar
2188,46.0,Vestidos,84.96,1,"No se parece a la foto, muy decepcionado.",2023-03-03,0,Deportes,Express
2189,65.0,Pantalones,143.93,5,"Superó mis expectativas, volveré a comprar.",2023-10-19,1,Niños,Express
2190,42.0,Chaquetas,88.12,4,Excelente calidad y envío rápido.,2023-10-11,1,Ropa Mujer,Express
2191,44.0,Blusas,138.65,4,Muy cómodo y elegante para la oficina.,2023-12-13,1,Niños,Express
2192,42.0,Accesorios,115.08,5,Excelente calidad y envío rápido.,2023-12-29,1,Deportes,Express
2193,22.0,Accesorios,108.17,4,Muy cómodo y elegante para la oficina.,2023-03-08,1,Niños,Express
2194,62.0,Accesorios,91.27,1,"La tela es muy mala, se rompió enseguida.",2023-02-21,0,Deportes,Express
2195,44.0,Blusas,33.97,4,Muy cómodo y elegante para la oficina.,2023-06-04,1,Ropa Hombre,Estándar
2196,65.0,Chaquetas,74.45,4,Muy cómodo y elegante para la oficina.,2023-04-24,1,Ropa Hombre,Estándar
2197,37.0,Blusas,134.96,3,La talla es correcta pero el color varía.,2023-06-30,1,Niños,Express
2198,46.0,Blusas,21.45,3,"Llegó a tiempo, calidad aceptable.",2023-03-20,0,Niños,Estándar
2199,26.0,Pantalones,67.05,5,Excelente calidad y envío rápido.,2023-08-12,1,Niños,Estándar
2200,,Pantalones,77.81,1,,2023-07-01,0,Niños,Estándar
2201,22.0,Pantalones,118.52,3,La talla es correcta pero el color varía.,2023-03-27,1,Niños,Express
2202,48.0,Vestidos,134.02,4,El color es vibrante y el diseño hermoso.,2023-03-11,1,Ropa Hombre,Express
2203,37.0,Accesorios,30.49,2,"No lo recomiendo, muy caro para lo que es.",2023-02-15,0,Deportes,Estándar
2204,39.0,Vestidos,19.39,4,Excelente calidad y envío rápido.,2023-06-11,1,Niños,Estándar
2205,28.0,Blusas,53.9,4,Excelente calidad y envío rápido.,2023-04-23,1,Deportes,Estándar
2206,40.0,Blusas,69.77,1,"No se parece a la foto, muy decepcionado.",2023-04-23,0,Ropa Mujer,Estándar
2207,61.0,Chaquetas,143.09,3,"Llegó a tiempo, calidad aceptable.",2023-02-14,1,Ropa Hombre,Express
2208,61.0,Vestidos,50.29,5,Excelente calidad y envío rápido.,2023-09-24,1,Deportes,Estándar
2209,55.0,Vestidos,111.38,5,"Superó mis expectativas, volveré a comprar.",2023-05-25,1,Ropa Mujer,Express
2210,57.0,Chaquetas,113.22,4,"Superó mis expectativas, volveré a comprar.",2023-11-16,1,Ropa Mujer,Express
2211,36.0,Pantalones,66.79,4,"Me encanta este producto, la tela es suave.",2023-08-25,1,Niños,Estándar
2212,27.0,Blusas,145.41,2,"La tela es muy mala, se rompió enseguida.",2023-05-07,0,Ropa Mujer,Express
2213,59.0,Blusas,42.16,1,"No se parece a la foto, muy decepcionado.",2023-10-07,0,Ropa Mujer,Estándar
2214,28.0,Blusas,103.88,3,"Llegó a tiempo, calidad aceptable.",2023-05-21,0,Niños,Express
2215,40.0,Vestidos,139.63,3,"Está bien, pero esperaba algo mejor.",2023-10-17,1,Ropa Hombre,Express
2216,24.0,Vestidos,130.38,4,Excelente calidad y envío rápido.,2023-12-25,1,Deportes,Express
2217,32.0,Blusas,114.52,4,"Superó mis expectativas, volveré a comprar.",2023-07-13,1,Deportes,Express
2218,33.0,Accesorios,149.81,1,El envío tardó demasiado y llegó dañado.,2023-04-12,0,Ropa Mujer,Express
2219,25.0,Accesorios,89.87,5,Muy cómodo y elegante para la oficina.,2023-03-02,1,Ropa Mujer,Express
2220,43.0,Blusas,132.18,4,"Totalmente recomendado, me queda perfecto.",2023-12-25,1,Deportes,Express
2221,19.0,Vestidos,40.45,5,"Superó mis expectativas, volveré a comprar.",2023-03-02,1,Niños,Estándar
2222,45.0,Blusas,109.01,4,Muy cómodo y elegante para la oficina.,2023-01-18,1,Ropa Mujer,Express
2223,27.0,Chaquetas,60.1,4,El color es vibrante y el diseño hermoso.,2023-02-21,1,Deportes,Estándar
2224,20.0,Pantalones,111.26,3,"Producto promedio, cumple su función.",2023-04-03,1,Ropa Mujer,Express
2225,53.0,Accesorios,47.42,3,"Está bien, pero esperaba algo mejor.",2023-12-08,1,Ropa Hombre,Estándar
2226,22.0,Chaquetas,125.53,2,"No lo recomiendo, muy caro para lo que es.",2023-03-30,0,Niños,Express
2227,43.0,Chaquetas,25.6,5,"Superó mis expectativas, volveré a comprar.",2023-02-15,1,Ropa Mujer,Estándar
2228,33.0,Chaquetas,65.02,4,"Me encanta este producto, la tela es suave.",2023-10-02,1,Ropa Mujer,Estándar
2229,50.0,Pantalones,132.96,4,Muy cómodo y elegante para la oficina.,2023-02-15,1,Deportes,Express
2230,66.0,Vestidos,21.64,2,El envío tardó demasiado y llegó dañado.,2023-11-30,0,Ropa Mujer,Estándar
2231,41.0,Vestidos,98.19,4,"Totalmente recomendado, me queda perfecto.",2023-02-17,1,Deportes,Express
2232,31.0,Chaquetas,118.83,5,"Me encanta este producto, la tela es suave.",2023-12-07,1,Niños,Express
2233,40.0,Chaquetas,123.96,4,Excelente calidad y envío rápido.,2023-11-26,1,Niños,Express
2234,60.0,Chaquetas,136.45,5,"Totalmente recomendado, me queda perfecto.",2023-07-05,1,Ropa Hombre,Express
2235,62.0,Accesorios,105.83,4,"Me encanta este producto, la tela es suave.",2023-03-29,1,Ropa Hombre,Express
2236,42.0,Accesorios,82.73,5,Muy cómodo y elegante para la oficina.,2023-09-10,1,Deportes,Express
2237,23.0,Vestidos,118.57,5,Excelente calidad y envío rápido.,2023-07-23,1,Ropa Hombre,Express
2238,55.0,Vestidos,90.04,4,"Totalmente recomendado, me queda perfecto.",2023-10-19,1,Niños,Express
2239,69.0,Blusas,85.83,4,"Me encanta este producto, la tela es suave.",2023-05-08,1,Ropa Mujer,Express
2240,48.0,Accesorios,69.96,4,"Totalmente recomendado, me queda perfecto.",2023-10-26,1,Ropa Mujer,Estándar
2241,48.0,Vestidos,51.14,4,El color es vibrante y el diseño hermoso.,2023-04-02,1,Niños,Estándar
2242,27.0,Blusas,73.18,2,"No se parece a la foto, muy decepcionado.",2023-04-15,0,Ropa Hombre,Estándar
2243,41.0,Pantalones,94.05,4,Muy cómodo y elegante para la oficina.,2023-04-04,1,Niños,Express
2244,59.0,Accesorios,90.56,3,"Producto promedio, cumple su función.",2023-08-01,1,Deportes,Express
2245,37.0,Accesorios,56.28,1,"Talla incorrecta, es demasiado pequeño.",2023-10-05,0,Deportes,Estándar
2246,37.0,Pantalones,32.59,3,La talla es correcta pero el color varía.,2023-07-22,1,Ropa Mujer,Estándar
2247,41.0,Chaquetas,92.13,4,"Superó mis expectativas, volveré a comprar.",2023-06-01,1,Deportes,Express
2248,43.0,Pantalones,50.24,5,"Totalmente recomendado, me queda perfecto.",2023-06-12,1,Niños,Estándar
2249,60.0,Accesorios,86.49,4,Excelente calidad y envío rápido.,2023-10-12,1,Ropa Mujer,Express
2250,60.0,Vestidos,122.86,5,,2023-02-11,1,Niños,Express
2251,47.0,Pantalones,112.14,3,"Está bien, pero esperaba algo mejor.",2023-04-16,1,Niños,Express
2252,19.0,Blusas,18.36,1,El envío tardó demasiado y llegó dañado.,2023-01-22,0,Ropa Hombre,Estándar
2253,51.0,Blusas,140.54,4,El color es vibrante y el diseño hermoso.,2023-06-17,1,Ropa Mujer,Express
2254,62.0,Chaquetas,46.33,5,El color es vibrante y el diseño hermoso.,2023-12-28,1,Ropa Mujer,Estándar
2255,60.0,Blusas,27.06,4,"Superó mis expectativas, volveré a comprar.",2023-09-29,1,Ropa Hombre,Estándar
2256,18.0,Vestidos,135.0,5,"Superó mis expectativas, volveré a comprar.",2023-12-03,1,Ropa Mujer,Express
